abdikovať	отречься	abdikovať	отречься	NFIN;V
padnúť	разрушиться	padnúť	разрушиться	NFIN;V
padnúť	утонуть	padnúť	утонуть	NFIN;V
pat	пат	pat	пат	ACC;N;SG
paty	паты	pat	пат	N;NOM;PL
pat	пат	pat	пат	N;NOM;SG
pate	пате	pat	пат	ESS;N;SG
patu	пату	pat	пат	DAT;N;SG
patom	патам	pat	пат	DAT;N;PL
patu	пата	pat	пат	GEN;N;SG
patov	патов	pat	пат	GEN;N;PL
patoch	патах	pat	пат	ESS;N;PL
paty	паты	pat	пат	ACC;N;PL
patmi	патами	pat	пат	INS;N;PL
patom	патом	pat	пат	INS;N;SG
pavúkom	пауком	pavúk	паук	INS;N;SG
pavúkovi	пауку	pavúk	паук	DAT;N;SG
pavúkov	пауков	pavúk	паук	GEN;N;PL
pavúka	паука	pavúk	паук	ACC;N;SG
pavúkovi	пауке	pavúk	паук	ESS;N;SG
pavúky	пауки	pavúk	паук	N;NOM;PL
pavúka	паука	pavúk	паук	GEN;N;SG
pavúkoch	пауках	pavúk	паук	ESS;N;PL
pavúkmi	пауками	pavúk	паук	INS;N;PL
pavúkom	паукам	pavúk	паук	DAT;N;PL
pavúk	паук	pavúk	паук	N;NOM;SG
perlu	жемчуг	perla	жемчуг	ACC;N;SG
perál	жемчугов	perla	жемчуг	GEN;N;PL
perly	жемчуга	perla	жемчуг	N;NOM;PL
perlami	жемчугами	perla	жемчуг	INS;N;PL
perly	жемчуга	perla	жемчуг	GEN;N;SG
perlách	жемчугах	perla	жемчуг	ESS;N;PL
perlou	жемчугом	perla	жемчуг	INS;N;SG
perla	жемчуг	perla	жемчуг	N;NOM;SG
perle	жемчуге	perla	жемчуг	ESS;N;SG
perle	жемчугу	perla	жемчуг	DAT;N;SG
perlám	жемчугам	perla	жемчуг	DAT;N;PL
perlu	жемчужину	perla	жемчужина	ACC;N;SG
perle	жемчужине	perla	жемчужина	DAT;N;SG
perly	жемчужины	perla	жемчужина	GEN;N;SG
perly	жемчужины	perla	жемчужина	N;NOM;PL
perál	жемчужин	perla	жемчужина	GEN;N;PL
perle	жемчужине	perla	жемчужина	ESS;N;SG
perlám	жемчужинам	perla	жемчужина	DAT;N;PL
perlami	жемчужинами	perla	жемчужина	INS;N;PL
perlách	жемчужинах	perla	жемчужина	ESS;N;PL
perla	жемчужина	perla	жемчужина	N;NOM;SG
perlou	жемчужиной	perla	жемчужина	INS;N;SG
perly	жемчужины	perla	жемчужина	ACC;N;PL
perlách	перлах	perla	перл	ESS;N;PL
perle	перле	perla	перл	ESS;N;SG
perlu	перл	perla	перл	ACC;N;SG
perlami	перлами	perla	перл	INS;N;PL
perly	перлы	perla	перл	ACC;N;PL
perly	перлы	perla	перл	N;NOM;PL
perál	перлов	perla	перл	GEN;N;PL
perly	перла	perla	перл	GEN;N;SG
perlou	перлом	perla	перл	INS;N;SG
perla	перл	perla	перл	N;NOM;SG
perlám	перлам	perla	перл	DAT;N;PL
perle	перлу	perla	перл	DAT;N;SG
psa	пса	pes	пёс	ACC;N;SG
psovi	псу	pes	пёс	DAT;N;SG
psom	псом	pes	пёс	INS;N;SG
psi	псы	pes	пёс	N;NOM;PL
pes	пёс	pes	пёс	N;NOM;SG
psov	псов	pes	пёс	GEN;N;PL
psovi	псе	pes	пёс	ESS;N;SG
psa	пса	pes	пёс	GEN;N;SG
psoch	псах	pes	пёс	ESS;N;PL
psom	псам	pes	пёс	DAT;N;PL
psami	псами	pes	пёс	INS;N;PL
psov	собак	pes	собака	GEN;N;PL
psoch	собаках	pes	собака	ESS;N;PL
psom	собакой	pes	собака	INS;N;SG
psami	собаками	pes	собака	INS;N;PL
psa	собаку	pes	собака	ACC;N;SG
psi	собаки	pes	собака	N;NOM;PL
psovi	собаке	pes	собака	DAT;N;SG
psovi	собаке	pes	собака	ESS;N;SG
psom	собакам	pes	собака	DAT;N;PL
pes	собака	pes	собака	N;NOM;SG
psa	собаки	pes	собака	GEN;N;SG
piatku	пятнице	piatok	пятница	DAT;N;SG
piatkoch	пятницах	piatok	пятница	ESS;N;PL
piatkami	пятницами	piatok	пятница	INS;N;PL
piatok	пятницу	piatok	пятница	ACC;N;SG
piatkov	пятниц	piatok	пятница	GEN;N;PL
piatkom	пятницам	piatok	пятница	DAT;N;PL
piatku	пятнице	piatok	пятница	ESS;N;SG
piatok	пятница	piatok	пятница	N;NOM;SG
piatkom	пятницей	piatok	пятница	INS;N;SG
piatky	пятницы	piatok	пятница	N;NOM;PL
piatka	пятницы	piatok	пятница	GEN;N;SG
pichnúť	ужалить	pichnúť	ужалить	NFIN;V
pichnúť	уколоть	pichnúť	уколоть	NFIN;V
pichnúť	укусить	pichnúť	укусить	NFIN;V
piesni	песенке	pieseň	песенка	ESS;N;SG
piesňou	песенкой	pieseň	песенка	INS;N;SG
piesne	песенки	pieseň	песенка	GEN;N;SG
piesne	песенки	pieseň	песенка	N;NOM;PL
pieseň	песенку	pieseň	песенка	ACC;N;SG
pieseň	песенка	pieseň	песенка	N;NOM;SG
piesňami	песенками	pieseň	песенка	INS;N;PL
piesniach	песенках	pieseň	песенка	ESS;N;PL
piesne	песенки	pieseň	песенка	ACC;N;PL
piesní	песенок	pieseň	песенка	GEN;N;PL
piesni	песенке	pieseň	песенка	DAT;N;SG
piesniam	песенкам	pieseň	песенка	DAT;N;PL
piesňami	песнями	pieseň	песнь	INS;N;PL
piesne	песни	pieseň	песнь	GEN;N;SG
pieseň	песнь	pieseň	песнь	ACC;N;SG
pieseň	песнь	pieseň	песнь	N;NOM;SG
piesniach	песнях	pieseň	песнь	ESS;N;PL
piesni	песни	pieseň	песнь	DAT;N;SG
piesní	песней	pieseň	песнь	GEN;N;PL
piesni	песни	pieseň	песнь	ESS;N;SG
piesňou	песнью	pieseň	песнь	INS;N;SG
piesne	песни	pieseň	песнь	N;NOM;PL
piesniam	песням	pieseň	песнь	DAT;N;PL
piesni	песне	pieseň	песня	ESS;N;SG
pieseň	песню	pieseň	песня	ACC;N;SG
pieseň	песня	pieseň	песня	N;NOM;SG
piesňou	песней	pieseň	песня	INS;N;SG
piesňami	песнями	pieseň	песня	INS;N;PL
piesni	песне	pieseň	песня	DAT;N;SG
piesniam	песням	pieseň	песня	DAT;N;PL
piesní	песен	pieseň	песня	GEN;N;PL
piesne	песни	pieseň	песня	GEN;N;SG
piesniach	песнях	pieseň	песня	ESS;N;PL
piesne	песни	pieseň	песня	N;NOM;PL
piče	киски	piča	киска	N;NOM;PL
piče	кисок	piča	киска	ACC;N;PL
piču	киску	piča	киска	ACC;N;SG
piči	киске	piča	киска	ESS;N;SG
pičiach	кисках	piča	киска	ESS;N;PL
piče	киски	piča	киска	GEN;N;SG
pičiam	кискам	piča	киска	DAT;N;PL
pičami	кисками	piča	киска	INS;N;PL
piča	киска	piča	киска	N;NOM;SG
pičou	киской	piča	киска	INS;N;SG
píč	кисок	piča	киска	GEN;N;PL
piči	киске	piča	киска	DAT;N;SG
píč	манд	piča	манда	GEN;N;PL
pičami	мандами	piča	манда	INS;N;PL
pičiam	мандам	piča	манда	DAT;N;PL
piči	манде	piča	манда	DAT;N;SG
piči	манде	piča	манда	ESS;N;SG
piču	манду	piča	манда	ACC;N;SG
piče	манды	piča	манда	ACC;N;PL
piča	манда	piča	манда	N;NOM;SG
piče	манды	piča	манда	N;NOM;PL
pičiach	мандах	piča	манда	ESS;N;PL
piče	манды	piča	манда	GEN;N;SG
pičou	мандой	piča	манда	INS;N;SG
piči	письке	piča	писька	DAT;N;SG
pičami	письками	piča	писька	INS;N;PL
pičou	писькой	piča	писька	INS;N;SG
pičiam	писькам	piča	писька	DAT;N;PL
piče	письки	piča	писька	GEN;N;SG
piči	письке	piča	писька	ESS;N;SG
piča	писька	piča	писька	N;NOM;SG
piču	письку	piča	писька	ACC;N;SG
piče	письки	piča	писька	N;NOM;PL
píč	писек	piča	писька	GEN;N;PL
pičiach	письках	piča	писька	ESS;N;PL
plat	жалование	plat	жалование	ACC;N;SG
platmi	жалованиями	plat	жалование	INS;N;PL
platy	жалования	plat	жалование	N;NOM;PL
plate	жаловании	plat	жалование	ESS;N;SG
plat	жалование	plat	жалование	N;NOM;SG
platy	жалования	plat	жалование	ACC;N;PL
platov	жалований	plat	жалование	GEN;N;PL
platom	жалованиям	plat	жалование	DAT;N;PL
platom	жалованием	plat	жалование	INS;N;SG
platu	жалованию	plat	жалование	DAT;N;SG
platu	жалования	plat	жалование	GEN;N;SG
platoch	жалованиях	plat	жалование	ESS;N;PL
plate	зарплате	plat	зарплата	ESS;N;SG
platom	зарплатам	plat	зарплата	DAT;N;PL
platu	зарплаты	plat	зарплата	GEN;N;SG
plat	зарплата	plat	зарплата	N;NOM;SG
platu	зарплате	plat	зарплата	DAT;N;SG
platom	зарплатой	plat	зарплата	INS;N;SG
platoch	зарплатах	plat	зарплата	ESS;N;PL
plat	зарплату	plat	зарплата	ACC;N;SG
platy	зарплаты	plat	зарплата	N;NOM;PL
platov	зарплат	plat	зарплата	GEN;N;PL
platmi	зарплатами	plat	зарплата	INS;N;PL
pliesť	соткать	pliesť	соткать	NFIN;V
pliesť	сплести	pliesť	сплести	NFIN;V
plné	совершенное	plný	совершенный	ACC;ADJ;NEUT;SG
plných	совершенных	plný	совершенный	ADJ;GEN;PL
plné	совершенных	plný	совершенный	ACC;ADJ;PL
plnému	совершенному	plný	совершенный	ADJ;DAT;NEUT;SG
plné	совершенное	plný	совершенный	ADJ;NEUT;NOM;SG
plného	совершенного	plný	совершенный	ADJ;GEN;MASC;SG
plnými	совершенными	plný	совершенный	ADJ;INS;PL
plným	совершенным	plný	совершенный	ADJ;INS;MASC;SG
plnom	совершенном	plný	совершенный	ADJ;ESS;MASC;SG
plné	совершенные	plný	совершенный	ADJ;NOM;PL
plnej	совершенной	plný	совершенный	ADJ;ESS;FEM;SG
plného	совершенного	plný	совершенный	ACC;ADJ;MASC;SG
plným	совершенным	plný	совершенный	ADJ;INS;NEUT;SG
plnom	совершенном	plný	совершенный	ADJ;ESS;NEUT;SG
plnú	совершенную	plný	совершенный	ACC;ADJ;FEM;SG
plnej	совершенной	plný	совершенный	ADJ;FEM;GEN;SG
plnej	совершенной	plný	совершенный	ADJ;DAT;FEM;SG
plných	совершенных	plný	совершенный	ADJ;ESS;PL
plného	совершенного	plný	совершенный	ADJ;GEN;NEUT;SG
plným	совершенным	plný	совершенный	ADJ;DAT;PL
plná	совершенная	plný	совершенный	ADJ;FEM;NOM;SG
plnému	совершенному	plný	совершенный	ADJ;DAT;MASC;SG
plný	совершенный	plný	совершенный	ADJ;MASC;NOM;SG
plnou	совершенной	plný	совершенный	ADJ;FEM;INS;SG
plný	совершенный	plný	совершенный	ACC;ADJ;INAN;MASC;SG
plným	целым	plný	целый	ADJ;INS;NEUT;SG
plné	целые	plný	целый	ADJ;NOM;PL
plnom	целом	plný	целый	ADJ;ESS;MASC;SG
plného	целого	plný	целый	ACC;ADJ;MASC;SG
plného	целого	plný	целый	ADJ;GEN;MASC;SG
plné	целое	plný	целый	ADJ;NEUT;NOM;SG
plné	целых	plný	целый	ACC;ADJ;PL
plný	целый	plný	целый	ACC;ADJ;INAN;MASC;SG
plnému	целому	plný	целый	ADJ;DAT;NEUT;SG
plná	целая	plný	целый	ADJ;FEM;NOM;SG
plných	целых	plný	целый	ADJ;GEN;PL
plným	целым	plný	целый	ADJ;INS;MASC;SG
plné	целое	plný	целый	ACC;ADJ;NEUT;SG
plným	целым	plný	целый	ADJ;DAT;PL
plnými	целыми	plný	целый	ADJ;INS;PL
plnej	целой	plný	целый	ADJ;ESS;FEM;SG
plnú	целую	plný	целый	ACC;ADJ;FEM;SG
plnom	целом	plný	целый	ADJ;ESS;NEUT;SG
plnej	целой	plný	целый	ADJ;DAT;FEM;SG
plnej	целой	plný	целый	ADJ;FEM;GEN;SG
plnou	целой	plný	целый	ADJ;FEM;INS;SG
plnému	целому	plný	целый	ADJ;DAT;MASC;SG
plného	целого	plný	целый	ADJ;GEN;NEUT;SG
plných	целых	plný	целый	ADJ;ESS;PL
plný	целый	plný	целый	ADJ;MASC;NOM;SG
plukovníkom	полковникам	plukovník	полковник	DAT;N;PL
plukovníci	полковники	plukovník	полковник	N;NOM;PL
plukovníkovi	полковнике	plukovník	полковник	ESS;N;SG
plukovníka	полковника	plukovník	полковник	ACC;N;SG
plukovníkovi	полковнику	plukovník	полковник	DAT;N;SG
plukovníkov	полковников	plukovník	полковник	ACC;N;PL
plukovníkov	полковников	plukovník	полковник	GEN;N;PL
plukovníka	полковника	plukovník	полковник	GEN;N;SG
plukovníkmi	полковниками	plukovník	полковник	INS;N;PL
plukovníkom	полковником	plukovník	полковник	INS;N;SG
plukovník	полковник	plukovník	полковник	N;NOM;SG
plukovníkoch	полковниках	plukovník	полковник	ESS;N;PL
plytvať	разбазарить	plytvať	разбазарить	NFIN;V
plážam	пляжам	pláž	пляж	DAT;N;PL
plážami	пляжами	pláž	пляж	INS;N;PL
pláži	пляже	pláž	пляж	ESS;N;SG
plážach	пляжах	pláž	пляж	ESS;N;PL
pláž	пляж	pláž	пляж	N;NOM;SG
pláž	пляж	pláž	пляж	ACC;N;SG
pláže	пляжа	pláž	пляж	GEN;N;SG
pláže	пляжи	pláž	пляж	N;NOM;PL
pláží	пляжей	pláž	пляж	GEN;N;PL
plážou	пляжем	pláž	пляж	INS;N;SG
pláži	пляжу	pláž	пляж	DAT;N;SG
pobaviť	позабавить	pobaviť	позабавить	NFIN;V
pobaviť	развлечь	pobaviť	развлечь	NFIN;V
pobrať	своровать	pobrať	своровать	NFIN;V
pochoduješ	маршируешь	pochodovať	маршировать	2;PRS;SG;V
pochodujte	маршируйте	pochodovať	маршировать	2;IMP;PL;V
pochodovávalo	маршировало	pochodovať	маршировать	3;NEUT;PST;SG;V
pochodovávala	маршировала	pochodovať	маршировать	3;FEM;PST;SG;V
pochodovávali	маршировали	pochodovať	маршировать	3;MASC;PL;PST;V
pochoduj	маршируй	pochodovať	маршировать	2;IMP;SG;V
pochodujete	маршируете	pochodovať	маршировать	2;PL;PRS;V
pochodovával	маршировал	pochodovať	маршировать	3;MASC;PST;SG;V
pochodujú	маршируют	pochodovať	маршировать	3;PL;PRS;V
pochoduje	марширует	pochodovať	маршировать	3;PRS;SG;V
pochodujem	марширую	pochodovať	маршировать	1;PRS;SG;V
pochodovať	маршировать	pochodovať	маршировать	NFIN;V
pochodovávali	маршировали	pochodovať	маршировать	3;FEM;PL;PST;V
pochodujeme	маршируем	pochodovať	маршировать	1;PL;PRS;V
pochovávať	похоронить	pochovávať	похоронить	NFIN;V
pochvaľovať	похвалить	pochvaľovať	похвалить	NFIN;V
pochváliť	похвалить	pochváliť	похвалить	NFIN;V
pochytiť	схватить	pochytiť	схватить	NFIN;V
podceniť	недооценить	podceniť	недооценить	NFIN;V
podceniť	понизить	podceniť	понизить	NFIN;V
podceňovať	недооценить	podceňovať	недооценить	NFIN;V
podceňovať	понизить	podceňovať	понизить	NFIN;V
podhodnocovať	недооценить	podhodnocovať	недооценить	NFIN;V
podhodnotiť	недооценить	podhodnotiť	недооценить	NFIN;V
podotknúť	намекнуть	podotknúť	намекнуть	NFIN;V
podotknúť	прокомментировать	podotknúť	прокомментировать	NFIN;V
podotýkať	намекнуть	podotýkať	намекнуть	NFIN;V
podotýkať	прокомментировать	podotýkať	прокомментировать	NFIN;V
podozrievať	заподозрить	podozrievať	заподозрить	NFIN;V
podporiť	повысить	podporiť	повысить	NFIN;V
